Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m/s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
44,U.C. Riverside,Los Angeles Basin,8/6/2011,218,6.32, ,0.00, ,335, ,1.3, ,31.8, ,14.1, ,22.1, ,82, ,21, ,48, ,10.4, ,1.5, ,127.9, ,23.1, 
44,U.C. Riverside,Los Angeles Basin,8/7/2011,219,6.71, ,0.00, ,340, ,1.3, ,33.0, ,14.7, ,23.5, ,78, ,23, ,46, ,11.0, ,1.7, ,145.5, ,23.2, 
44,U.C. Riverside,Los Angeles Basin,8/8/2011,220,6.32, ,0.00, ,336, ,1.4, ,32.0, ,14.3, ,22.0, ,80, ,26, ,53, ,11.9, ,1.6, ,141.0, ,23.2, 
44,U.C. Riverside,Los Angeles Basin,8/9/2011,221,5.70, ,0.00, ,304, ,1.5, ,31.0, ,14.7, ,21.0, ,84, ,31, ,59, ,12.8, ,1.7, ,148.2, ,23.4, 
44,U.C. Riverside,Los Angeles Basin,8/10/2011,222,4.84, ,0.00, ,268, ,1.5, ,28.3, ,15.7, ,20.0, ,84, ,39, ,66, ,13.4, ,1.8, ,157.4, ,23.4, 
44,U.C. Riverside,Los Angeles Basin,8/11/2011,223,5.21, ,0.00, ,285, ,1.5, ,28.4, ,16.2, ,20.5, ,79, ,36, ,63, ,13.2, ,2.0, ,173.8, ,23.0, 
44,U.C. Riverside,Los Angeles Basin,8/12/2011,224,5.19, ,0.00, ,272, ,1.5, ,30.2, ,16.2, ,21.0, ,82, ,32, ,61, ,13.2, ,1.8, ,158.3, ,22.9, 
44,U.C. Riverside,Los Angeles Basin,8/13/2011,225,5.81, ,0.00, ,309, ,1.6, ,30.7, ,16.2, ,22.0, ,80, ,35, ,59, ,13.8, ,1.8, ,154.6, ,23.3, 
44,U.C. Riverside,Los Angeles Basin,8/14/2011,226,6.07, ,0.00, ,313, ,1.6, ,32.8, ,15.9, ,23.3, ,84, ,31, ,56, ,14.0, ,1.6, ,141.0, ,23.6, 
44,U.C. Riverside,Los Angeles Basin,8/15/2011,227,6.40,R,0.00, ,320, ,1.5, ,33.5, ,16.2, ,24.3, ,80, ,24, ,49, ,13.0, ,1.6, ,135.3, ,23.9, 
44,U.C. Riverside,Los Angeles Basin,8/16/2011,228,6.47, ,0.00, ,324, ,1.5, ,34.1, ,16.0, ,24.4, ,83, ,23, ,49, ,13.0, ,1.6, ,134.8, ,24.1, 
44,U.C. Riverside,Los Angeles Basin,8/17/2011,229,6.48, ,0.00, ,308, ,1.3, ,35.5, ,16.6, ,25.7, ,75, ,15, ,40, ,11.2, ,1.5, ,132.9, ,23.9, 
44,U.C. Riverside,Los Angeles Basin,8/18/2011,230,6.53,R,0.00, ,314, ,1.4, ,34.5, ,17.0, ,25.4, ,72, ,21, ,43, ,11.8, ,1.6, ,136.9, ,23.9, 
44,U.C. Riverside,Los Angeles Basin,8/19/2011,231,5.86, ,0.00, ,314, ,1.5, ,29.6, ,16.2, ,22.0, ,82, ,32, ,57, ,13.0, ,1.7, ,144.5, ,23.7, 
44,U.C. Riverside,Los Angeles Basin,8/20/2011,232,5.24, ,0.00, ,281, ,1.5, ,29.3, ,15.9, ,20.7, ,83, ,35, ,62, ,13.1, ,1.8, ,152.2, ,23.1, 
44,U.C. Riverside,Los Angeles Basin,8/21/2011,233,5.70, ,0.00, ,303, ,1.4, ,30.0, ,14.7, ,21.1, ,83, ,29, ,57, ,12.2, ,1.7, ,147.2, ,22.8, 
44,U.C. Riverside,Los Angeles Basin,8/22/2011,234,5.98,R,0.00, ,296, ,1.3, ,32.8, ,15.8, ,23.6, ,79, ,19, ,44, ,10.6, ,1.6, ,135.4, ,23.0, 
44,U.C. Riverside,Los Angeles Basin,8/23/2011,235,6.67, ,0.00, ,309, ,1.1, ,36.2, ,16.8, ,26.3, ,62, ,15, ,33, ,8.7, ,1.7, ,143.3, ,23.6, 
44,U.C. Riverside,Los Angeles Basin,8/24/2011,236,6.38,R,0.00, ,299, ,1.4, ,35.1, ,18.1, ,26.5, ,63, ,24, ,41, ,12.0, ,1.5, ,129.2, ,24.0, 
44,U.C. Riverside,Los Angeles Basin,8/25/2011,237,6.45, ,0.00, ,297, ,1.5, ,37.5, ,18.8, ,27.9, ,69, ,21, ,40, ,12.9, ,1.4, ,123.1, ,24.6, 
44,U.C. Riverside,Los Angeles Basin,8/26/2011,238,6.63,R,0.00, ,292, ,1.4, ,39.3, ,21.7, ,30.2, ,56, ,18, ,32, ,11.8, ,1.5, ,128.0, ,25.4, 
44,U.C. Riverside,Los Angeles Basin,8/27/2011,239,7.01,R,0.00, ,291, ,1.4, ,40.6, ,22.1, ,30.3, ,53, ,18, ,32, ,11.7, ,1.7, ,143.5, ,25.8, 
44,U.C. Riverside,Los Angeles Basin,8/28/2011,240,6.77,R,0.00, ,289, ,1.5, ,38.0, ,21.6, ,29.3, ,59, ,19, ,36, ,12.8, ,1.7, ,149.4, ,25.6, 
44,U.C. Riverside,Los Angeles Basin,8/29/2011,241,6.39, ,0.00, ,297, ,1.4, ,37.2, ,20.0, ,27.4, ,62, ,18, ,38, ,11.8, ,1.6, ,140.7, ,25.3, 
44,U.C. Riverside,Los Angeles Basin,8/30/2011,242,5.96,R,0.00, ,300, ,1.4, ,33.7, ,16.7, ,24.2, ,74, ,23, ,48, ,12.4, ,1.7, ,145.4, ,24.6, 
44,U.C. Riverside,Los Angeles Basin,8/31/2011,243,5.39, ,0.00, ,292, ,1.5, ,32.8, ,14.6, ,22.0, ,84, ,26, ,55, ,12.6, ,1.5, ,127.8, ,23.9, 
44,U.C. Riverside,Los Angeles Basin,9/1/2011,244,5.68, ,0.00, ,295, ,1.3, ,32.6, ,14.4, ,22.7, ,82, ,21, ,47, ,10.8, ,1.4, ,122.8, ,23.4, 
44,U.C. Riverside,Los Angeles Basin,9/2/2011,245,5.85, ,0.00, ,292, ,1.3, ,33.0, ,15.6, ,23.5, ,77, ,19, ,46, ,11.1, ,1.5, ,133.0, ,23.1, 
44,U.C. Riverside,Los Angeles Basin,9/3/2011,246,5.99, ,0.00, ,296, ,1.2, ,33.6, ,15.4, ,23.7, ,74, ,18, ,39, ,9.1, ,1.6, ,137.8, ,23.1, 
44,U.C. Riverside,Los Angeles Basin,9/4/2011,247,4.15, ,0.00, ,201, ,1.1, ,31.7, ,16.4, ,23.8, ,59, ,22, ,39, ,9.0, ,1.2, ,102.5, ,22.7, 
44,U.C. Riverside,Los Angeles Basin,9/5/2011,248,2.77, ,0.00, ,116, ,1.5, ,33.6, ,19.4, ,25.4, ,65, ,26, ,47, ,13.3, ,1.6, ,136.3, ,22.5, 
44,U.C. Riverside,Los Angeles Basin,9/6/2011,249,6.28,R,0.00, ,277, ,1.6, ,37.8, ,20.4, ,29.0, ,63, ,22, ,39, ,13.6, ,1.6, ,138.4, ,23.7, 
44,U.C. Riverside,Los Angeles Basin,9/7/2011,250,6.59, ,0.00, ,281, ,1.5, ,38.4, ,22.8,Y,29.9, ,59, ,23, ,36, ,13.1, ,1.7, ,147.2, ,24.9, 
44,U.C. Riverside,Los Angeles Basin,9/8/2011,251,6.59, ,0.00, ,284, ,1.2, ,37.1, ,20.2, ,28.1, ,52, ,13, ,31, ,9.2, ,1.8, ,158.8, ,24.6, 
44,U.C. Riverside,Los Angeles Basin,9/9/2011,252,5.60, ,0.00, ,277, ,1.3, ,32.2, ,16.5, ,23.4, ,72, ,24, ,44, ,10.5, ,1.7, ,145.1, ,23.4, 
44,U.C. Riverside,Los Angeles Basin,9/10/2011,253,3.82, ,0.00, ,219, ,1.5, ,23.7, ,15.6, ,18.6, ,81, ,51, ,69, ,12.8, ,2.1, ,177.2, ,22.5, 
44,U.C. Riverside,Los Angeles Basin,9/11/2011,254,4.51, ,0.00, ,248, ,1.3, ,28.2, ,15.8, ,20.3, ,78, ,30, ,56, ,11.4, ,1.6, ,136.5, ,22.2, 
44,U.C. Riverside,Los Angeles Basin,9/12/2011,255,5.58, ,0.00, ,273, ,1.2, ,32.5, ,13.4, ,22.7, ,79, ,18, ,43, ,9.6, ,1.5, ,127.4, ,22.0, 
44,U.C. Riverside,Los Angeles Basin,9/13/2011,256,5.35, ,0.00, ,242, ,1.4, ,31.6, ,17.5, ,23.4, ,68, ,31, ,49, ,12.2, ,1.8, ,153.4, ,22.4, 
44,U.C. Riverside,Los Angeles Basin,9/14/2011,257,4.80,R,0.00, ,247, ,1.5, ,28.4, ,16.3, ,21.7, ,77, ,39, ,57, ,12.9, ,1.5, ,129.9, ,22.4, 
44,U.C. Riverside,Los Angeles Basin,9/15/2011,258,4.50, ,0.00, ,247, ,1.6, ,29.2, ,16.1, ,20.7, ,84, ,38, ,64, ,13.7, ,1.7, ,145.1, ,22.4, 
44,U.C. Riverside,Los Angeles Basin,9/16/2011,259,3.11, ,0.00, ,188, ,1.6, ,24.0, ,16.6, ,18.8, ,83, ,55, ,73, ,13.9, ,1.7, ,148.8, ,22.1, 
44,U.C. Riverside,Los Angeles Basin,9/17/2011,260,2.98, ,0.00, ,180, ,1.5, ,26.0, ,15.3, ,19.1, ,79, ,39, ,66, ,12.6, ,1.5, ,125.5, ,21.7, 
44,U.C. Riverside,Los Angeles Basin,9/18/2011,261,5.27,R,0.00, ,269, ,1.4, ,34.0, ,13.1, ,22.3, ,83, ,21, ,52, ,11.9, ,1.6, ,134.8, ,21.9, 
44,U.C. Riverside,Los Angeles Basin,9/19/2011,262,5.45,R,0.00, ,257, ,1.4, ,35.1, ,15.5, ,24.1, ,79, ,19, ,48, ,12.4, ,1.6, ,142.3, ,22.9, 
44,U.C. Riverside,Los Angeles Basin,9/20/2011,263,4.76, ,0.00, ,257, ,1.5, ,32.0, ,15.1, ,22.1, ,80, ,27, ,55, ,12.7, ,1.3, ,111.9, ,22.9, 
44,U.C. Riverside,Los Angeles Basin,9/21/2011,264,4.88, ,0.00, ,255, ,1.5, ,32.1, ,15.0, ,22.0, ,84, ,29, ,56, ,12.7, ,1.4, ,124.8, ,22.5, 
44,U.C. Riverside,Los Angeles Basin,9/22/2011,265,4.39, ,0.00, ,218, ,1.4, ,36.9, ,14.3, ,23.9, ,82, ,13, ,46, ,11.6, ,1.3, ,108.4, ,22.1, 
44,U.C. Riverside,Los Angeles Basin,9/23/2011,266,4.60, ,0.00, ,230, ,1.5, ,32.0, ,16.5, ,23.0, ,75, ,32, ,54, ,13.2, ,1.4, ,124.6, ,22.4, 
44,U.C. Riverside,Los Angeles Basin,9/24/2011,267,2.82, ,0.00, ,174, ,1.6, ,25.9, ,16.0, ,19.0, ,86, ,51, ,73, ,14.1, ,1.6, ,134.5, ,21.9, 
44,U.C. Riverside,Los Angeles Basin,9/25/2011,268,1.69, ,0.00, ,117, ,1.5, ,22.9, ,14.3, ,17.9, ,84, ,52, ,72, ,12.7, ,1.4, ,122.7, ,21.3, 
44,U.C. Riverside,Los Angeles Basin,9/26/2011,269,2.86, ,0.00, ,182, ,1.4, ,26.3, ,13.7, ,18.7, ,81, ,43, ,66, ,12.3, ,1.0,Y,86.9,Y,20.8, 
44,U.C. Riverside,Los Angeles Basin,9/27/2011,270,5.05, ,0.00, ,245, ,1.3, ,36.3, ,14.3, ,23.8, ,81, ,14, ,46, ,11.4, ,1.4, ,124.2, ,21.6, 
44,U.C. Riverside,Los Angeles Basin,9/28/2011,271,4.22, ,0.00, ,233, ,1.6, ,29.9, ,15.3, ,21.0, ,83, ,36, ,63, ,13.8, ,1.5, ,126.6, ,22.0, 
44,U.C. Riverside,Los Angeles Basin,9/29/2011,272,4.40, ,0.00, ,232, ,1.4, ,31.0, ,15.1, ,21.9, ,83, ,27, ,54, ,12.3, ,1.3, ,113.1, ,21.9, 
44,U.C. Riverside,Los Angeles Basin,9/30/2011,273,4.50,R,0.00, ,233, ,1.3, ,32.4, ,14.7, ,22.1, ,82, ,26, ,50, ,11.2, ,1.2, ,106.8, ,22.0, 
44,U.C. Riverside,Los Angeles Basin,10/1/2011,274,4.96, ,0.00, ,238, ,1.1, ,33.6, ,16.0, ,24.1, ,68, ,22, ,38, ,8.9, ,1.4, ,120.1, ,22.0, 
44,U.C. Riverside,Los Angeles Basin,10/2/2011,275,4.55, ,0.00, ,222, ,1.1, ,31.3, ,16.5, ,23.5, ,58, ,27, ,38, ,8.4, ,1.5, ,125.4, ,22.1, 
44,U.C. Riverside,Los Angeles Basin,10/3/2011,276,2.75,R,0.00, ,132, ,1.1, ,26.7, ,15.1, ,20.2, ,63, ,34, ,47, ,8.6, ,1.6, ,135.6, ,21.1, 
44,U.C. Riverside,Los Angeles Basin,10/4/2011,277,1.84, ,0.50, ,123, ,1.3, ,20.2, ,13.5, ,16.0, ,78, ,52, ,69, ,10.3, ,1.5, ,127.8, ,20.1, 
44,U.C. Riverside,Los Angeles Basin,10/5/2011,278,0.29, ,9.00, ,37, ,1.3, ,15.8,Y,11.1, ,13.6, ,85, ,71, ,80, ,10.3, ,1.8, ,152.2, ,18.4, 
44,U.C. Riverside,Los Angeles Basin,10/6/2011,279,2.52, ,0.00, ,178, ,1.0, ,18.4, ,9.1, ,13.4, ,84, ,41, ,62, ,6.4, ,1.3, ,112.8, ,17.5, 
44,U.C. Riverside,Los Angeles Basin,10/7/2011,280,3.73, ,0.00, ,231, ,0.9, ,22.4, ,8.6, ,14.9, ,82, ,26, ,56, ,6.1, ,1.7, ,145.8, ,17.6, 
44,U.C. Riverside,Los Angeles Basin,10/8/2011,281,4.46, ,0.00, ,234, ,0.8, ,27.5, ,8.8, ,17.8, ,74, ,18, ,40, ,4.0, ,1.7, ,147.2, ,17.7, 
44,U.C. Riverside,Los Angeles Basin,10/9/2011,282,4.10, ,0.00, ,233, ,0.8, ,28.0, ,11.1, ,19.2, ,61, ,18, ,36, ,3.9, ,1.3, ,109.9, ,18.5, 
44,U.C. Riverside,Los Angeles Basin,10/10/2011,283,4.07,R,0.00, ,222, ,0.9, ,27.3, ,10.9, ,19.1, ,64, ,22, ,40, ,5.3, ,1.3, ,116.6, ,18.6, 
44,U.C. Riverside,Los Angeles Basin,10/11/2011,284,3.93, ,0.00, ,222, ,1.1, ,30.6, ,12.4, ,21.1, ,65, ,24, ,43, ,8.1, ,1.3, ,110.5, ,19.3, 
44,U.C. Riverside,Los Angeles Basin,10/12/2011,285,5.25, ,0.00, ,228, ,0.9, ,36.7, ,17.4, ,27.2, ,52, ,12, ,25, ,5.4, ,2.0, ,176.3, ,20.2, 
44,U.C. Riverside,Los Angeles Basin,10/13/2011,286,4.88, ,0.00, ,231, ,0.7, ,37.2, ,17.7, ,27.0, ,40, ,9, ,20, ,2.1, ,1.4, ,124.4, ,20.4, 
44,U.C. Riverside,Los Angeles Basin,10/14/2011,287,4.01, ,0.00, ,207, ,1.1, ,31.9, ,16.1, ,22.8, ,74, ,21, ,39, ,8.1, ,1.3, ,109.1, ,20.5, 
44,U.C. Riverside,Los Angeles Basin,10/15/2011,288,3.45, ,0.00, ,199, ,1.4, ,28.4, ,13.4, ,19.6, ,86, ,37, ,62, ,12.1, ,1.3, ,111.0, ,20.4, 
44,U.C. Riverside,Los Angeles Basin,10/16/2011,289,3.55, ,0.00, ,211, ,1.4, ,29.8, ,12.9, ,20.2, ,84, ,25, ,57, ,11.5, ,1.2, ,102.8, ,20.5, 
44,U.C. Riverside,Los Angeles Basin,10/17/2011,290,3.86, ,0.00, ,215, ,1.2, ,31.0, ,13.5, ,21.4, ,78, ,22, ,47, ,9.7, ,1.3, ,113.6, ,20.4, 
44,U.C. Riverside,Los Angeles Basin,10/18/2011,291,3.57, ,0.00, ,209, ,1.3, ,29.2, ,13.3, ,20.2, ,77, ,33, ,57, ,11.4, ,1.4, ,121.0, ,20.5, 
44,U.C. Riverside,Los Angeles Basin,10/19/2011,292,2.11, ,0.00, ,153, ,1.4, ,26.2, ,12.3, ,16.8, ,86, ,39, ,71, ,11.5, ,1.0, ,90.0, ,19.8, 
44,U.C. Riverside,Los Angeles Basin,10/20/2011,293,2.38, ,0.00, ,166, ,1.3, ,23.7, ,12.7, ,16.1, ,87, ,46, ,73, ,11.4, ,1.3, ,113.6, ,19.7, 
44,U.C. Riverside,Los Angeles Basin,10/21/2011,294,2.58, ,0.00, ,172, ,1.3, ,24.9, ,13.7, ,17.3, ,82, ,44, ,68, ,11.2, ,1.1, ,98.3, ,19.8, 
44,U.C. Riverside,Los Angeles Basin,10/22/2011,295,3.73, ,0.00, ,209, ,1.1, ,33.8, ,11.9, ,21.9, ,82, ,12, ,40, ,7.7, ,1.2, ,105.7, ,19.7, 
44,U.C. Riverside,Los Angeles Basin,10/23/2011,296,4.03, ,0.00, ,207, ,1.0, ,33.1, ,13.8, ,22.1, ,82, ,13, ,38, ,7.2, ,1.7, ,144.1, ,20.0, 
44,U.C. Riverside,Los Angeles Basin,10/24/2011,297,0.98, ,0.30, ,85, ,1.4, ,22.4, ,12.4, ,16.1, ,87, ,58, ,76, ,12.0, ,1.0, ,84.7, ,19.3, 
44,U.C. Riverside,Los Angeles Basin,10/25/2011,298,0.65, ,1.00, ,64, ,1.3, ,17.7, ,13.6, ,15.0, ,87, ,66, ,78, ,11.3, ,1.4, ,120.0, ,18.7, 
44,U.C. Riverside,Los Angeles Basin,10/26/2011,299,2.98, ,0.00, ,172, ,1.1, ,22.3, ,11.2, ,16.1, ,83, ,34, ,62, ,8.8, ,2.1, ,183.0, ,18.5, 
44,U.C. Riverside,Los Angeles Basin,10/27/2011,300,3.37, ,0.00, ,201, ,0.5, ,25.8, ,9.7, ,16.9, ,63, ,8, ,28, ,-1.7, ,1.5, ,133.6, ,17.1, 
44,U.C. Riverside,Los Angeles Basin,10/28/2011,301,3.49, ,0.00, ,198, ,0.4, ,27.9, ,7.7, ,17.4, ,45, ,8, ,22, ,-4.5, ,1.2, ,105.1, ,16.5, 
44,U.C. Riverside,Los Angeles Basin,10/29/2011,302,3.38,R,0.00, ,195, ,0.6, ,30.0, ,9.5, ,19.0, ,45, ,10, ,26, ,-0.7, ,1.1, ,91.5, ,16.5, 
44,U.C. Riverside,Los Angeles Basin,10/30/2011,303,3.52, ,0.00, ,195, ,0.7, ,31.8, ,11.1, ,20.1, ,49, ,10, ,28, ,1.2, ,1.2, ,101.7, ,17.1, 
44,U.C. Riverside,Los Angeles Basin,10/31/2011,304,3.30,R,0.00, ,189, ,0.7, ,29.3, ,11.5, ,19.1, ,56, ,14, ,32, ,2.1, ,1.1, ,93.7, ,17.1, 
44,U.C. Riverside,Los Angeles Basin,11/1/2011,305,3.40, ,0.00, ,183, ,0.8, ,26.2, ,9.2, ,17.6, ,66, ,10, ,40, ,3.9, ,1.6, ,137.1, ,16.9, 
44,U.C. Riverside,Los Angeles Basin,11/2/2011,306,5.14, ,0.00, ,189, ,0.2, ,24.9, ,13.8, ,19.3, ,13, ,7, ,9, ,-14.3, ,3.4, ,297.2, ,15.6, 
44,U.C. Riverside,Los Angeles Basin,11/3/2011,307,3.26, ,0.00, ,177, ,0.6, ,24.7, ,8.4, ,15.7, ,76, ,13, ,36, ,0.6, ,1.6, ,137.2, ,14.7, 
44,U.C. Riverside,Los Angeles Basin,11/4/2011,308,0.41, ,12.30, ,42, ,1.0, ,14.5, ,6.9, ,11.0, ,84, ,69, ,77, ,7.2, ,1.3, ,112.8, ,14.8, 
44,U.C. Riverside,Los Angeles Basin,11/5/2011,309,2.09, ,0.00, ,164, ,0.8, ,15.4, ,4.9, ,9.7, ,83, ,37, ,64, ,3.1, ,1.2, ,102.2, ,13.5, 
44,U.C. Riverside,Los Angeles Basin,11/6/2011,310,0.56, ,8.00, ,65, ,0.9, ,13.6, ,4.8, ,8.9, ,84, ,68, ,77, ,5.1, ,1.3, ,114.0, ,12.7, 
44,U.C. Riverside,Los Angeles Basin,11/7/2011,311,2.18, ,0.10, ,170, ,0.8, ,16.6, ,3.5, ,9.4, ,86, ,35, ,65, ,3.2, ,1.2, ,104.0, ,12.4, 
44,U.C. Riverside,Los Angeles Basin,11/8/2011,312,2.33,R,0.00, ,170, ,0.6, ,19.7, ,4.2, ,11.5, ,81, ,21, ,47, ,0.5, ,0.9, ,81.7, ,12.6, 
44,U.C. Riverside,Los Angeles Basin,11/9/2011,313,3.08, ,0.00, ,180, ,0.4, ,22.6, ,5.5, ,14.3, ,55, ,13, ,26, ,-5.1, ,1.7, ,150.2, ,12.5, 
44,U.C. Riverside,Los Angeles Basin,11/10/2011,314,2.71, ,0.00, ,101, ,0.4, ,22.6, ,8.6, ,15.8, ,36, ,14, ,24, ,-4.5, ,1.6, ,135.7, ,12.3, 
44,U.C. Riverside,Los Angeles Basin,11/11/2011,315,1.87, ,0.00, ,80, ,0.6, ,22.9, ,11.3, ,15.5, ,47, ,22, ,34, ,-0.4, ,1.1, ,93.2, ,13.1, 
44,U.C. Riverside,Los Angeles Basin,11/12/2011,316,0.81, ,3.90, ,51, ,1.0, ,15.6, ,9.5, ,12.6, ,80, ,44, ,66, ,6.5, ,1.4, ,122.9, ,13.2, 
44,U.C. Riverside,Los Angeles Basin,11/13/2011,317,2.35, ,0.00, ,166, ,1.0, ,21.3, ,7.9, ,14.0, ,83, ,40, ,63, ,7.1, ,1.3, ,114.4, ,13.9, 
44,U.C. Riverside,Los Angeles Basin,11/14/2011,318,2.13,R,0.00, ,154, ,1.1, ,19.6, ,7.9, ,13.5, ,84, ,46, ,69, ,7.9, ,1.3, ,115.8, ,14.2, 
44,U.C. Riverside,Los Angeles Basin,11/15/2011,319,1.80,R,0.00, ,136, ,1.1, ,19.4, ,9.9, ,13.9, ,83, ,51, ,71, ,8.7, ,1.1, ,95.6, ,15.0, 
44,U.C. Riverside,Los Angeles Basin,11/16/2011,320,2.06, ,0.00, ,152, ,1.1, ,21.9, ,8.1, ,13.8, ,85, ,44, ,68, ,8.0, ,1.2, ,100.1, ,14.6, 
44,U.C. Riverside,Los Angeles Basin,11/17/2011,321,2.49, ,0.00, ,160, ,0.9, ,23.8, ,9.3, ,15.4, ,76, ,26, ,52, ,5.5, ,1.3, ,111.5, ,14.5, 
44,U.C. Riverside,Los Angeles Basin,11/18/2011,322,0.33, ,0.00, ,43, ,1.0, ,13.3, ,8.7, ,10.7, ,86, ,72, ,79, ,7.3, ,1.1, ,97.4, ,13.9, 
44,U.C. Riverside,Los Angeles Basin,11/19/2011,323,0.81, ,0.00, ,59, ,1.0, ,16.1, ,8.4, ,11.8, ,80, ,51, ,69, ,6.2, ,1.5, ,129.3, ,13.0, 
44,U.C. Riverside,Los Angeles Basin,11/20/2011,324,0.98, ,14.90, ,77, ,1.0, ,15.4, ,7.2, ,11.0, ,86, ,49, ,73, ,6.3, ,1.6, ,135.2, ,12.7, 
44,U.C. Riverside,Los Angeles Basin,11/21/2011,325,1.41, ,0.10, ,131, ,0.9, ,15.2, ,7.1, ,10.2, ,87, ,52, ,76, ,6.1, ,0.9, ,80.0, ,12.9, 
44,U.C. Riverside,Los Angeles Basin,11/22/2011,326,1.93, ,0.10, ,155, ,0.8, ,21.4, ,4.6, ,11.6, ,85, ,34, ,61, ,4.4, ,1.0, ,84.8, ,12.5, 
44,U.C. Riverside,Los Angeles Basin,11/23/2011,327,1.86, ,0.00, ,143, ,0.8, ,20.9, ,6.5, ,12.5, ,83, ,32, ,58, ,4.4, ,1.0, ,87.2, ,12.5, 
44,U.C. Riverside,Los Angeles Basin,11/24/2011,328,0.78, ,0.00, ,73, ,0.9, ,14.8, ,7.6, ,11.3, ,83, ,52, ,70, ,6.0, ,1.1, ,96.2, ,12.9, 
44,U.C. Riverside,Los Angeles Basin,11/25/2011,329,1.87, ,0.00, ,149, ,0.9, ,19.1, ,4.7, ,11.4, ,86, ,42, ,68, ,5.7, ,1.1, ,94.4, ,12.3, 
44,U.C. Riverside,Los Angeles Basin,11/26/2011,330,3.07, ,0.00, ,156, ,0.6, ,26.4, ,7.9, ,17.4, ,78, ,12, ,29, ,-0.9, ,2.0, ,172.5, ,12.6, 
44,U.C. Riverside,Los Angeles Basin,11/27/2011,331,2.93, ,0.00, ,156, ,0.4, ,27.1, ,11.1, ,17.5, ,35, ,11, ,22, ,-4.5, ,1.7, ,145.3, ,12.7, 
44,U.C. Riverside,Los Angeles Basin,11/28/2011,332,2.65, ,0.00, ,126, ,0.5, ,28.4, ,9.7, ,17.6, ,43, ,11, ,26, ,-1.9, ,1.2, ,105.8, ,12.7, 
44,U.C. Riverside,Los Angeles Basin,11/29/2011,333,2.10, ,0.00, ,81, ,0.6, ,27.8, ,10.9, ,17.3, ,47, ,12, ,30, ,-0.5, ,1.3, ,109.0, ,13.1, 
44,U.C. Riverside,Los Angeles Basin,11/30/2011,334,2.73, ,0.00, ,138, ,0.7, ,22.3, ,8.7, ,14.5, ,79, ,20, ,40, ,1.2, ,2.3, ,195.4, ,12.7, 
44,U.C. Riverside,Los Angeles Basin,12/1/2011,335,4.80, ,0.00, ,128, ,0.4, ,16.2, ,10.7, ,13.2, ,38, ,16, ,25, ,-6.3, ,5.8,R,497.6,R,11.3, 
44,U.C. Riverside,Los Angeles Basin,12/2/2011,336,2.83, ,0.00, ,135, ,0.5, ,17.1, ,7.6, ,12.4, ,66, ,23, ,38, ,-1.7, ,2.6, ,226.1, ,10.8, 
44,U.C. Riverside,Los Angeles Basin,12/3/2011,337,3.58, ,0.00, ,148, ,0.4, ,14.2, ,3.7, ,9.4, ,82, ,13, ,30, ,-7.2, ,3.7, ,319.8, ,9.6, 
44,U.C. Riverside,Los Angeles Basin,12/4/2011,338,2.19, ,0.00, ,142, ,0.3, ,15.8, ,2.3, ,8.3, ,53, ,14, ,28, ,-9.0, ,1.5, ,132.2, ,8.5, 
44,U.C. Riverside,Los Angeles Basin,12/5/2011,339,3.65, ,0.10, ,147, ,0.2, ,15.4, ,2.1, ,10.0, ,61, ,11, ,19, ,-12.8, ,3.6, ,309.7, ,8.1, 
44,U.C. Riverside,Los Angeles Basin,12/6/2011,340,2.12, ,0.00, ,148, ,0.2, ,18.1, ,0.9, ,9.0, ,36, ,10, ,19, ,-13.4, ,1.3, ,113.4, ,7.5, 
44,U.C. Riverside,Los Angeles Basin,12/7/2011,341,2.20, ,0.00, ,148, ,0.3, ,21.3, ,1.2, ,10.7, ,40, ,11, ,21, ,-10.6, ,1.3, ,114.6, ,7.8, 
44,U.C. Riverside,Los Angeles Basin,12/8/2011,342,2.19, ,0.00, ,144, ,0.4, ,21.2, ,3.9, ,11.2, ,48, ,14, ,30, ,-5.8, ,1.3, ,112.3, ,8.4, 
44,U.C. Riverside,Los Angeles Basin,12/9/2011,343,2.59, ,0.00, ,143, ,0.4, ,22.4, ,4.9, ,13.1, ,53, ,12, ,25, ,-6.4, ,1.7, ,145.4, ,9.0, 
44,U.C. Riverside,Los Angeles Basin,12/10/2011,344,2.24, ,0.00, ,146, ,0.4, ,21.9, ,5.0, ,12.8, ,65, ,12, ,30, ,-4.4, ,1.5, ,126.1, ,9.3, 
44,U.C. Riverside,Los Angeles Basin,12/11/2011,345,1.53, ,0.00, ,126, ,0.7, ,15.2, ,2.8, ,8.8, ,78, ,41, ,62, ,2.0, ,1.1, ,93.4, ,9.2, 
44,U.C. Riverside,Los Angeles Basin,12/12/2011,346,0.20, ,7.20, ,18, ,0.9, ,10.2, ,7.9, ,8.8, ,80, ,69, ,76, ,4.7, ,1.4, ,117.8, ,9.4, 
